50	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
50	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
50	[ 0.37572134 -0.56708063 -0.95769237 -0.49054574]	120
50	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
50	[ 0.37572134  0.95242396 -0.95769237 -0.19613425]	114
51	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	430
51	[ 0.37572134 -0.56708063 -0.58843185 -0.49054574]	116
51	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	883
51	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
51	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	1327
51	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
51	[ 0.37572134 -0.56708063 -0.95769237 -0.49054574]	573
51	[ 0.18828236 -0.56708063 -0.95769237 -0.19613425]	118
52	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
52	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	421
52	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	119
52	[ 0.37572134 -0.56708063 -0.95769237 -0.49054574]	120
52	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	421
52	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
52	[ 0.37572134  0.84664197 -0.95769237 -0.49054574]	113
52	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	1034
53	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	270
53	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
53	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
53	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	270
53	[ 0.37572134 -0.54001523 -0.95769237  0.24662376]	126
53	[ 0.37572134 -0.54001523 -0.95769237 -0.96851054]	269
53	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	119
53	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	270
54	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	874
54	[ 0.11260305 -0.54001523 -0.95769237 -0.19613425]	719
54	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	119
54	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	1034
54	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
54	[ 0.37572134 -0.54001523  0.7882893  -0.49054574]	113
54	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	572
54	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	572
55	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
55	[ 0.37572134 -0.50801017 -0.95769237 -0.49054574]	1024
55	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	430
55	[ 0.11260305 -0.54001523 -0.95769237 -0.19613425]	269
55	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	421
55	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	1185
55	[ 0.37572134 -0.54001523 -0.95769237 -0.49054574]	421
55	[ 0.11260305 -0.54001523 -0.95769237 -0.19613425]	115
56	[ 0.37572134 -0.50801017 -0.39067324 -0.49054574]	116
56	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
56	[ 0.37572134 -0.54001523 -0.95769237  0.03244699]	124
56	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	1487
56	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
56	[ 0.37572134 -0.50801017 -0.95769237 -0.49054574]	269
56	[ 0.37572134 -0.50801017 -0.95769237 -0.49054574]	269
56	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	581
57	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	430
57	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	581
57	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	732
57	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
57	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	732
57	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
57	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
57	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	883
58	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
58	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
58	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
58	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
58	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
58	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
58	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	581
58	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
59	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
59	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
59	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	430
59	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
59	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
59	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	883
59	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
59	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
60	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	732
60	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
60	[ 0.37572134 -0.54001523 -0.0631792  -0.19613425]	271
60	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	732
60	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	430
60	[ 0.37572134 -0.54001523  0.01376102 -0.19613425]	271
60	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
60	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	1185
61	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	581
61	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
61	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
61	[ 0.37572134 -0.54001523  0.82883523 -0.19613425]	113
61	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
61	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
61	[ 0.37572134 -0.54001523 -0.95769237 -0.78637826]	117
61	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	1336
62	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
62	[-0.32029578 -0.54001523 -0.95769237 -0.19613425]	571
62	[ 0.37572134 -0.54001523 -0.33173065 -0.19613425]	113
62	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
62	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
62	[ 0.37572134 -0.54001523 -0.95769237  0.31097967]	121
62	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
62	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
63	[-0.32029578 -0.54001523 -0.95769237 -0.19613425]	118
63	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
63	[-0.32029578 -0.54001523 -0.95769237 -0.19613425]	115
63	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	128
63	[ 3.75721340e-01 -5.40015231e-01 -9.57692370e-01  7.67291187e-04]	116
63	[-0.32029578 -0.54001523 -0.95769237 -0.19613425]	115
63	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	279
63	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	732
