17	[ 0.37572134 -0.71178754 -0.95769237 -0.19613425]	113
18	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
18	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
18	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
18	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
18	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
18	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
18	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
18	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
19	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
19	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
19	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
19	[ 0.37572134 -0.56708063 -0.95769237  0.09554116]	122
19	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	2529
19	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
19	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
19	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
20	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
20	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1170
20	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
20	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
20	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
20	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	868
20	[ 0.37572134  0.55897958 -0.95769237 -0.19613425]	114
20	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
21	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
21	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
21	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1472
21	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
21	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1019
21	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
21	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
21	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
22	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
22	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
22	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1019
22	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
22	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	868
22	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
22	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
22	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
23	[ 0.37572134 -0.93198852 -0.95769237 -0.19613425]	416
23	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
23	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1019
23	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
23	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
23	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
23	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
23	[ 0.37572134  0.62150899 -0.95769237 -0.19613425]	264
24	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
24	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
24	[ 0.37572134 -0.93198852 -0.95769237 -0.19613425]	114
24	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
24	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
24	[ 0.37572134 -0.56708063  0.95763055 -0.19613425]	114
24	[ 0.37572134 -0.93198852 -0.80551164 -0.19613425]	113
24	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1321
25	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1019
25	[ 0.37572134 -0.56708063 -0.95769237 -0.58691342]	113
25	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
25	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
25	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
25	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
25	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1170
25	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
26	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	868
26	[ 0.37572134  0.68032117 -0.95769237 -0.19613425]	113
26	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
26	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
26	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
26	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
26	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	868
26	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
27	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
27	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1019
27	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
27	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
27	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
27	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1019
27	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
27	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
28	[ 0.64896914 -0.56708063 -0.95769237 -0.19613425]	417
28	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
28	[ 0.37572134 -0.56708063  0.93807721 -0.19613425]	114
28	[-0.73793439 -0.56708063 -0.95769237 -0.19613425]	118
28	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
28	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
28	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
28	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
29	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
29	[-0.05415301 -0.56708063 -0.95769237 -0.19613425]	115
29	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
29	[ 0.64896914 -0.56708063 -0.95769237 -0.19613425]	115
29	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
29	[ 0.64896914 -0.56708063 -0.95769237 -0.19613425]	1022
29	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
29	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
30	[ 0.64896914 -0.56708063 -0.95769237 -0.19613425]	415
30	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1019
30	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	868
30	[ 0.64896914 -0.56708063 -0.95769237 -0.19613425]	720
30	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
30	[ 0.64896914 -0.56708063 -0.95769237 -0.19613425]	113
30	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
30	[ 0.37572134  0.60114713 -0.95769237 -0.19613425]	415
31	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
31	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
31	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
31	[ 0.64896914 -0.56708063 -0.77919165 -0.19613425]	114
31	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
31	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
31	[ 0.64896914 -0.56708063 -0.95769237 -0.19613425]	113
31	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
32	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
32	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
32	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
32	[ 0.64896914 -0.56708063 -0.77919165 -0.19613425]	113
32	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
32	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
32	[ 0.64896914 -0.56708063 -0.95769237 -0.19613425]	266
32	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
33	[ 0.37572134 -0.56708063 -0.95769237 -0.86512788]	118
33	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
33	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
33	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
33	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
33	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
33	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
33	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
34	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
34	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
34	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
34	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
34	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
34	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
34	[ 0.37572134  0.59273422 -0.95769237 -0.19613425]	264
34	[ 0.37572134 -0.7957684  -0.95769237 -0.19613425]	566
35	[ 0.37572134 -0.7957684  -0.95769237 -0.19613425]	113
35	[-0.17382662 -0.56708063 -0.95769237 -0.19613425]	115
35	[ 0.37572134 -0.7957684  -0.95769237 -0.19613425]	868
35	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
35	[ 0.37572134 -0.7957684  -0.95769237 -0.19613425]	113
35	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
35	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
35	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
36	[ 0.37572134 -0.7957684  -0.95769237 -0.19613425]	264
36	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
36	[-0.26394509 -0.56708063 -0.95769237 -0.19613425]	269
36	[ 0.37572134 -0.7957684  -0.95769237 -0.19613425]	566
36	[ 0.37572134 -0.7957684  -0.95769237 -0.19613425]	113
36	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
36	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
36	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
37	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
37	[ 0.37572134 -0.7957684  -0.95769237 -0.19613425]	264
37	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
37	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1170
37	[ 0.37572134 -0.7957684  -0.95769237 -0.19613425]	566
37	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
37	[-0.38140669 -0.7957684  -0.95769237 -0.19613425]	115
37	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
38	[ 0.37572134 -0.7957684  -0.37895004 -0.19613425]	418
38	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
38	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
38	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
38	[ 0.37572134 -0.7957684  -0.95769237 -0.19613425]	113
38	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
38	[ 0.37572134 -0.7957684  -0.95769237 -0.19613425]	264
38	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
39	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
39	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
39	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
39	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
39	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
39	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
39	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1019
39	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
40	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
40	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
40	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
40	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
40	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
40	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
40	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
40	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
41	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
41	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
41	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
41	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
41	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
41	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
41	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
41	[ 0.37572134 -0.56708063 -0.23055573 -0.19613425]	114
42	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
42	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
42	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
42	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1019
42	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
42	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
42	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
42	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
43	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	2680
43	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
43	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
43	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1019
43	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
43	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
43	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
43	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
44	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	868
44	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
44	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
44	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
44	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	868
44	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
44	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
44	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
45	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
45	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
45	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
45	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
45	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
45	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
45	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	868
45	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
46	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
46	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
46	[ 0.09533601 -0.56708063 -0.95769237 -0.19613425]	420
46	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
46	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
46	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
46	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
46	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
47	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
47	[ 0.09533601 -0.56708063 -0.95769237 -0.22631662]	118
47	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
47	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
47	[ 0.09533601 -0.56708063 -0.95769237 -0.19613425]	115
47	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
47	[ 0.09533601 -0.56708063 -0.95769237 -0.19613425]	115
47	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1472
48	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
48	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
48	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	717
48	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
48	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
48	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
48	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	113
48	[ 0.37572134 -0.24974102 -0.95769237 -0.19613425]	128
49	[ 0.37572134 -0.56708063 -0.95769237 -0.49054574]	1177
49	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	415
49	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1019
49	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
49	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	566
49	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
49	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	264
49	[ 0.37572134 -0.56708063 -0.95769237 -0.19613425]	1170
50	[ 0.37572134 -0.56708063 -0.95769237 -0.49054574]	1026
50	[ 0.37572134 -0.54001523 -0.95769237 -0.19613425]	1185
50	[ 0.37572134 -0.56708063 -0.95769237 -0.49054574]	120
